node1	label	node2
Q3046799	label	Ebenat
Q3046799	P17	Q115
Q3046799	P2006190001	Q203009
Q3046799	P2006190002	Q1070727
Q3046799	P2006190003	Q3046799
Q3058857	P31	Q13221722
Q3058857	label	Este
Q3058857	P17	Q115
Q3058857	P2006190001	Q203009
Q3058857	P2006190002	Q1070727
Q3058857	P2006190003	Q3058857
Q3067029	P31	Q13221722
Q3067029	label	Farta
Q3067029	P17	Q115
Q3067029	P2006190001	Q203009
Q3067029	P2006190002	Q1070727
Q3067029	P2006190003	Q3067029
Q3022069	P31	Q13221722
Q3022069	label	Dembecha
Q3022069	P17	Q115
Q3022069	P2006190001	Q203009
Q3022069	P2006190002	Q1070736
Q3022069	P2006190003	Q3022069
Q3053701	P31	Q13221722
Q3053701	label	Enarj Enawga
Q3053701	P17	Q115
Q3053701	P2006190001	Q203009
Q3053701	P2006190002	Q1070764
Q3053701	P2006190003	Q3053701
Q3053710	P31	Q13221722
Q3053710	label	Enbise Sar Midir
Q3053710	P17	Q115
Q3053710	P2006190001	Q203009
Q3053710	P2006190002	Q1070764
Q3053710	P2006190003	Q3053710
Q3054081	P31	Q13221722
Q3054081	label	Enemay
Q3054081	P17	Q115
Q3054081	P2006190001	Q203009
Q3054081	P2006190002	Q1070764
Q3054081	P2006190003	Q3054081
Q3110437	P31	Q13221722
Q3110437	label	Goncha Siso Enese
Q3110437	P17	Q115
Q3110437	P2006190001	Q203009
Q3110437	P2006190002	Q1070764
Q3110437	P2006190003	Q3110437
Q3122373	P31	Q13221722
Q3122373	label	Gozamin
Q3122373	P17	Q115
Q3122373	P2006190001	Q203009
Q3122373	P2006190002	Q1070764
Q3122373	P2006190003	Q3122373
Q3023542	P31	Q13221722
Q3023542	label	Dera
Q3023542	P17	Q115
Q3023542	P2006190001	Q203009
Q3023542	P2006190002	Q1070780
Q3023542	P2006190003	Q3023542
Q3049100	P31	Q13221722
Q3049100	label	Efratana Gidim
Q3049100	P17	Q115
Q3049100	P2006190001	Q203009
Q3049100	P2006190002	Q1070780
Q3049100	P2006190003	Q3049100
Q3100103	P31	Q13221722
Q3100103	label	Degem
Q3100103	P17	Q115
Q3100103	P2006190001	Q203009
Q3100103	P2006190002	Q1070780
Q3100103	P2006190003	Q3100103
Q3103836	P31	Q13221722
Q3103836	label	Gera Midirna Keya Gebriel
Q3103836	P17	Q115
Q3103836	P2006190001	Q203009
Q3103836	P2006190002	Q1070780
Q3103836	P2006190003	Q3103836
Q3104466	P31	Q13221722
Q3104466	label	Geshe
Q3104466	P17	Q115
Q3104466	P2006190001	Q203009
Q3104466	P2006190002	Q1070780
Q3104466	P2006190003	Q3104466
Q3125694	P31	Q13221722
Q3125694	label	Hagere Mariamna Kesem
Q3125694	P17	Q115
Q3125694	P2006190001	Q203009
Q3125694	P2006190002	Q1070780
Q3125694	P2006190003	Q3125694
Q7446487	P31	Q13221722
Q7446487	label	Sehala
Q7446487	P17	Q115
Q7446487	P2006190001	Q203009
Q7446487	P2006190002	Q1070687
Q7446487	P2006190003	Q7446487
Q56611617	P31	Q13221722
Q56611617	label	Soqota
Q56611617	P17	Q115
Q56611617	P2006190001	Q203009
Q56611617	P2006190002	Q1070687
Q56611617	P2006190003	Q56611617
Q4855807	P31	Q13221722
Q4855807	label	Banja Shekudad
Q4855807	P17	Q115
Q4855807	P2006190001	Q203009
Q4855807	P2006190002	Q1070718
Q4855807	P2006190003	Q4855807
Q5613294	P31	Q13221722
Q5613294	label	Guagusa Shekudad
Q5613294	P17	Q115
Q5613294	P2006190001	Q203009
Q5613294	P2006190002	Q1070718
Q5613294	P2006190003	Q5613294
Q6166113	P31	Q13221722
Q6166113	label	Jawi
Q6166113	P17	Q115
Q6166113	P2006190001	Q203009
Q6166113	P2006190002	Q1070718
Q6166113	P2006190003	Q6166113
Q55673671	P31	Q13221722
Q55673671	label	Ayehu guagusa
Q55673671	P17	Q115
Q55673671	P2006190001	Q203009
Q55673671	P2006190002	Q1070718
Q55673671	P2006190003	Q55673671
Q3194976	P31	Q13221722
Q3194976	label	Kemekem
Q3194976	P17	Q115
Q3194976	P2006190001	Q203009
Q3194976	P2006190002	Q1070727
Q3194976	P2006190003	Q3194976
Q3219956	P31	Q13221722
Q3219956	label	Lay Gayint
Q3219956	P17	Q115
Q3219956	P2006190001	Q203009
Q3219956	P2006190002	Q1070727
Q3219956	P2006190003	Q3219956
Q3484086	P31	Q13221722
Q3484086	label	Simada
Q3484086	P17	Q115
Q3484086	P2006190001	Q203009
Q3484086	P2006190002	Q1070727
Q3484086	P2006190003	Q3484086
Q3513588	P31	Q13221722
Q3513588	label	Tach Gayint
Q3513588	P17	Q115
Q3513588	P2006190001	Q203009
Q3513588	P2006190002	Q1070727
Q3513588	P2006190003	Q3513588
Q6872259	P31	Q13221722
Q6872259	label	Mirab Este
Q6872259	P17	Q115
Q6872259	P2006190001	Q203009
Q6872259	P2006190002	Q1070727
Q6872259	P2006190003	Q6872259
Q6875931	P31	Q13221722
Q6875931	label	Misraq Este
Q6875931	P17	Q115
Q6875931	P2006190001	Q203009
Q6875931	P2006190002	Q1070727
Q6875931	P2006190003	Q6875931
Q56605421	P31	Q13221722
Q56605421	label	Debre Tabor
Q56605421	P17	Q115
Q56605421	P2006190001	Q203009
Q56605421	P2006190002	Q1070727
Q56605421	P2006190003	Q56605421
Q3306257	P31	Q13221722
Q3306257	label	Mecha
Q3306257	P17	Q115
Q3306257	P2006190001	Q203009
Q3306257	P2006190002	Q1070736
Q3306257	P2006190003	Q3306257
Q4998325	P31	Q13221722
Q4998325	label	"Bure, Gojjam (woreda)"
Q4998325	P17	Q115
Q4998325	P2006190001	Q203009
Q4998325	P2006190002	Q1070736
Q4998325	P2006190003	Q4998325
Q5248632	P31	Q13221722
Q5248632	label	Debub Achefer
Q5248632	P17	Q115
Q5248632	P2006190001	Q203009
Q5248632	P2006190002	Q1070736
Q5248632	P2006190003	Q5248632
Q7449410	P31	Q13221722
Q7449410	label	Semien Achefer
Q7449410	P17	Q115
Q7449410	P2006190001	Q203009
Q7449410	P2006190002	Q1070736
Q7449410	P2006190003	Q7449410
Q7982169	P31	Q13221722
Q7982169	label	Wemberma
Q7982169	P17	Q115
Q7982169	P2006190001	Q203009
Q7982169	P2006190002	Q1070736
Q7982169	P2006190003	Q7982169
Q3143013	P31	Q13221722
Q3143013	label	Hulet Ej Enese
Q3143013	P17	Q115
Q3143013	P2006190001	Q203009
Q3143013	P2006190002	Q1070764
Q3143013	P2006190003	Q3143013
Q3274259	P31	Q13221722
Q3274259	label	Machakel
Q3274259	P17	Q115
Q3274259	P2006190001	Q203009
Q3274259	P2006190002	Q1070764
Q3274259	P2006190003	Q3274259
Q3481695	P31	Q13221722
Q3481695	label	Shebel Berenta
Q3481695	P17	Q115
Q3481695	P2006190001	Q203009
Q3481695	P2006190002	Q1070764
Q3481695	P2006190003	Q3481695
Q4761574	P31	Q13221722
Q4761574	label	Aneded
Q4761574	P17	Q115
Q4761574	P2006190001	Q203009
Q4761574	P2006190002	Q1070764
Q4761574	P2006190003	Q4761574
Q5581411	P31	Q13221722
Q5581411	label	Goncha
Q5581411	P17	Q115
Q5581411	P2006190001	Q203009
Q5581411	P2006190002	Q1070764
Q5581411	P2006190003	Q5581411
Q7521734	P31	Q13221722
Q7521734	label	Sinan
Q7521734	P17	Q115
Q7521734	P2006190001	Q203009
Q7521734	P2006190002	Q1070764
Q7521734	P2006190003	Q7521734
Q55719612	P31	Q13221722
Q55719612	label	Debre Marqos
Q55719612	P17	Q115
Q55719612	P2006190001	Q203009
Q55719612	P2006190002	Q1070764
Q55719612	P2006190003	Q55719612
Q3195845	P31	Q13221722
Q3195845	label	Kewet
Q3195845	P17	Q115
Q3195845	P2006190001	Q203009
Q3195845	P2006190002	Q1070780
Q3195845	P2006190003	Q3195845
Q3219955	P31	Q13221722
Q3219955	label	Merhabete
Q3219955	P17	Q115
Q3219955	P2006190001	Q203009
Q3219955	P2006190002	Q1070780
Q3219955	P2006190003	Q3219955
Q3276482	P31	Q13221722
Q3276482	label	Termaber
Q3276482	P17	Q115
Q3276482	P2006190001	Q203009
Q3276482	P2006190002	Q1070780
Q3276482	P2006190003	Q3276482
Q3284756	P31	Q13221722
Q3284756	label	Mam Midrina Lalo Midir
Q3284756	P17	Q115
Q3284756	P2006190001	Q203009
Q3284756	P2006190002	Q1070780
Q3284756	P2006190003	Q3284756
Q3306002	P31	Q13221722
Q3306002	label	Menjarna Shenkora
Q3306002	P17	Q115
Q3306002	P2006190001	Q203009
Q3306002	P2006190002	Q1070780
Q3306002	P2006190003	Q3306002
Q3323932	P31	Q13221722
Q3323932	label	Moretna Jiru
Q3323932	P17	Q115
Q3323932	P2006190001	Q203009
Q3323932	P2006190002	Q1070780
Q3323932	P2006190003	Q3323932
Q3485774	P31	Q13221722
Q3485774	label	Ensaro
Q3485774	P17	Q115
Q3485774	P2006190001	Q203009
Q3485774	P2006190002	Q1070780
Q3485774	P2006190003	Q3485774
Q4716049	P31	Q13221722
Q4716049	label	Aleltu
Q4716049	P17	Q115
Q4716049	P2006190001	Q203009
Q4716049	P2006190002	Q1070780
Q4716049	P2006190003	Q4716049
Q1109833	P31	Q13220204
Q1109833	label	Mirab Shewa Zone
Q1109833	P17	Q115
Q1109833	P2006190001	Q202107
Q1109833	P2006190002	Q1109833
Q56605224	P31	Q13221722
Q56605224	label	Ambo
Q56605224	P17	Q115
Q56605224	P2006190001	Q202107
Q56605224	P2006190002	Q1109833
Q56605224	P2006190003	Q56605224
Q1109846	P31	Q13220204
Q1109846	label	Misraq Shewa Zone
Q1109846	P17	Q115
Q1109846	P2006190001	Q202107
Q1109846	P2006190002	Q1109846
Q56581277	P31	Q13221722
Q56581277	label	Batu
Q56581277	P17	Q115
Q56581277	P2006190001	Q202107
Q56581277	P2006190002	Q1109846
Q56581277	P2006190003	Q56581277
Q1109870	P31	Q13220204
Q1109870	label	Misraq Welega Zone
Q1109870	P17	Q115
Q1109870	P2006190001	Q202107
Q1109870	P2006190002	Q1109870
Q56653589	P31	Q13221722
Q56653589	label	Nekemte
Q56653589	P17	Q115
Q56653589	P2006190001	Q202107
Q56653589	P2006190002	Q1109870
Q56653589	P2006190003	Q56653589
Q2422429	P31	Q13221722
Q2422429	label	Boset
Q2422429	P17	Q115
Q2422429	P2006190001	Q202107
Q2422429	P2006190002	Q1109846
Q2422429	P2006190003	Q2422429
Q2823862	P31	Q13221722
Q2823862	label	Ada'a
Q2823862	P17	Q115
Q2823862	P2006190001	Q202107
Q2823862	P2006190002	Q1109846
Q2823862	P2006190003	Q2823862
Q2824040	P31	Q13221722
Q2824040	label	Adama Zuria
Q2824040	P17	Q115
Q2824040	P2006190001	Q202107
Q2824040	P2006190002	Q1109846
Q2824040	P2006190003	Q2824040
Q2824059	P31	Q13221722
Q2824059	label	Adami Tullu and Jido Kombolcha
Q2824059	P17	Q115
Q2824059	P2006190001	Q202107
Q2824059	P2006190002	Q1109846
Q2824059	P2006190003	Q2824059
Q3041004	P31	Q13221722
Q3041004	label	Dugda
Q3041004	P17	Q115
Q3041004	P2006190001	Q202107
Q3041004	P2006190002	Q1109846
Q3041004	P2006190003	Q3041004
Q3068406	P31	Q13221722
Q3068406	label	Fentale
Q3068406	P17	Q115
Q3068406	P2006190001	Q202107
Q3068406	P2006190002	Q1109846
Q3068406	P2006190003	Q3068406
Q3106655	P31	Q13221722
Q3106655	label	Gimbichu
Q3106655	P17	Q115
Q3106655	P2006190001	Q202107
Q3106655	P2006190002	Q1109846
Q3106655	P2006190003	Q3106655
Q1109855	P31	Q13220204
Q1109855	label	Borena Zone
Q1109855	P17	Q115
Q1109855	P2006190001	Q202107
Q1109855	P2006190002	Q1109855
Q2860849	P31	Q13221722
Q2860849	label	Arero
Q2860849	P17	Q115
Q2860849	P2006190001	Q202107
Q2860849	P2006190002	Q1109855
Q2860849	P2006190003	Q2860849
Q3029342	P31	Q13221722
Q3029342	label	Dire
Q3029342	P17	Q115
Q3029342	P2006190001	Q202107
Q3029342	P2006190002	Q1109855
Q3029342	P2006190003	Q3029342
Q3100263	P31	Q13221722
Q3100263	label	Abaya
Q3100263	P17	Q115
Q3100263	P2006190001	Q202107
Q3100263	P2006190002	Q1109855
Q3100263	P2006190003	Q3100263
Q303892	P31	Q13221722
Q303892	label	Wama Bonaya
Q303892	P17	Q115
Q303892	P2006190001	Q202107
Q303892	P2006190002	Q1109870
Q303892	P2006190003	Q303892
Q787088	P31	Q13221722
Q787088	label	Ibantu District
Q787088	P17	Q115
Q787088	P2006190001	Q202107
Q787088	P2006190002	Q1109870
Q787088	P2006190003	Q787088
Q2902631	P31	Q13221722
Q2902631	label	Bila Seyo
Q2902631	label	Sayo
Q2902631	P17	Q115
Q2902631	P2006190001	Q202107
Q2902631	P2006190002	Q1109870
Q2902631	P2006190003	Q2902631
Q3027724	P31	Q13221722
Q3027724	label	Diga Leka
Q3027724	P17	Q115
Q3027724	P2006190001	Q202107
Q3027724	P2006190002	Q1109870
Q3027724	P2006190003	Q3027724
Q3105402	P31	Q13221722
Q3105402	label	Gida Kiremu
Q3105402	P17	Q115
Q3105402	P2006190001	Q202107
Q3105402	P2006190002	Q1109870
Q3105402	P2006190003	Q3105402
Q1109877	P31	Q13220204
Q1109877	label	Jimma Zone
Q1109877	P17	Q115
Q1109877	P2006190001	Q202107
Q1109877	P2006190002	Q1109877
Q304246	P31	Q13221722
Q304246	label	Sigmo
Q304246	P17	Q115
Q304246	P2006190001	Q202107
Q304246	P2006190002	Q1109877
Q304246	P2006190003	Q304246
Q666087	P31	Q13221722
Q666087	label	Mana
Q666087	P17	Q115
Q666087	P2006190001	Q202107
Q666087	P2006190002	Q1109877
Q666087	P2006190003	Q666087
Q693640	P31	Q13221722
Q693640	label	Sokoru
Q693640	P17	Q115
Q693640	P2006190001	Q202107
Q693640	P2006190002	Q1109877
Q693640	P2006190003	Q693640
Q2376156	P31	Q13221722
Q2376156	label	Setema
Q2376156	P17	Q115
Q2376156	P2006190001	Q202107
Q2376156	P2006190002	Q1109877
Q2376156	P2006190003	Q2376156
Q3021096	P31	Q13221722
Q3021096	label	Dedo
Q3021096	P17	Q115
Q3021096	P2006190001	Q202107
Q3021096	P2006190002	Q1109877
Q3021096	P2006190003	Q3021096
Q3103838	P31	Q13221722
Q3103838	label	Gera
Q3103838	P17	Q115
Q3103838	P2006190001	Q202107
Q3103838	P2006190002	Q1109877
Q3103838	P2006190003	Q3103838
Q3110373	P31	Q13221722
Q3110373	label	Gomma
Q3110373	P17	Q115
Q3110373	P2006190001	Q202107
Q3110373	P2006190002	Q1109877
Q3110373	P2006190003	Q3110373
Q1109889	P31	Q13220204
Q1109889	label	Mirab Hararghe Zone
Q1109889	P17	Q115
Q1109889	P2006190001	Q202107
Q1109889	P2006190002	Q1109889
Q974511	P31	Q13221722
Q974511	label	Mesela
Q974511	P17	Q115
Q974511	P2006190001	Q202107
Q974511	P2006190002	Q1109889
Q974511	P2006190003	Q974511
Q2382572	P31	Q13221722
Q2382572	label	Doba
Q2382572	P17	Q115
Q2382572	P2006190001	Q202107
Q2382572	P2006190002	Q1109889
Q2382572	P2006190003	Q2382572
Q2391504	P31	Q13221722
Q2391504	label	Tulo
Q2391504	P17	Q115
Q2391504	P2006190001	Q202107
Q2391504	P2006190002	Q1109889
Q2391504	P2006190003	Q2391504
Q2909209	P31	Q13221722
Q2909209	label	Boke
Q2909209	P17	Q115
Q2909209	P2006190001	Q202107
Q2909209	P2006190002	Q1109889
Q2909209	P2006190003	Q2909209
Q2963919	P31	Q13221722
Q2963919	label	Chiro Zuria
Q2963919	P17	Q115
Q2963919	P2006190001	Q202107
Q2963919	P2006190002	Q1109889
Q2963919	P2006190003	Q2963919
Q3016437	P31	Q13221722
Q3016437	label	Darolebu
Q3016437	P17	Q115
Q3016437	P2006190001	Q202107
Q3016437	P2006190002	Q1109889
Q3016437	P2006190003	Q3016437
Q2824131	P31	Q13221722
Q2824131	label	Adda Berga
Q2824131	P17	Q115
Q2824131	P2006190001	Q202107
Q2824131	P2006190002	Q1109833
Q2824131	P2006190003	Q2824131
Q2842131	P31	Q13221722
Q2842131	label	Ambo Zuria
Q2842131	P17	Q115
Q2842131	P2006190001	Q202107
Q2842131	P2006190002	Q1109833
Q2842131	P2006190003	Q2842131
Q2880302	P31	Q13221722
Q2880302	label	Bako Tibe
Q2880302	P17	Q115
Q2880302	P2006190001	Q202107
Q2880302	P2006190002	Q1109833
Q2880302	P2006190003	Q2880302
Q2962195	P31	Q13221722
Q2962195	label	Cheliya
Q2962195	P17	Q115
Q2962195	P2006190001	Q202107
Q2962195	P2006190002	Q1109833
Q2962195	P2006190003	Q2962195
Q3015333	P31	Q13221722
Q3015333	label	Dano
Q3015333	P17	Q115
Q3015333	P2006190001	Q202107
Q3015333	P2006190002	Q1109833
Q3015333	P2006190003	Q3015333
Q3022296	P31	Q13221722
Q3022296	label	Dendi
Q3022296	P17	Q115
Q3022296	P2006190001	Q202107
Q3022296	P2006190002	Q1109833
Q3022296	P2006190003	Q3022296
Q3049548	P31	Q13221722
Q3049548	label	Ejerie
Q3049548	P17	Q115
Q3049548	P2006190001	Q202107
Q3049548	P2006190002	Q1109833
Q3049548	P2006190003	Q3049548
Q3106713	P31	Q13221722
Q3106713	label	Ginde Beret
Q3106713	P17	Q115
Q3106713	P2006190001	Q202107
Q3106713	P2006190002	Q1109833
Q3106713	P2006190003	Q3106713
Q3176850	P31	Q13221722
Q3176850	label	Jeldu
Q3176850	P17	Q115
Q3176850	P2006190001	Q202107
Q3176850	P2006190002	Q1109833
Q3176850	P2006190003	Q3176850
Q3307182	P31	Q13221722
Q3307182	label	Meta Robi
Q3307182	P17	Q115
Q3307182	P2006190001	Q202107
Q3307182	P2006190002	Q1109833
Q3307182	P2006190003	Q3307182
Q3343374	P31	Q13221722
Q3343374	label	Nono
Q3343374	P17	Q115
Q3343374	P2006190001	Q202107
Q3343374	P2006190002	Q1109833
Q3343374	P2006190003	Q3343374
Q3528408	P31	Q13221722
Q3528408	label	Tikur Enchini
Q3528408	P17	Q115
Q3528408	P2006190001	Q202107
Q3528408	P2006190002	Q1109833
Q3528408	P2006190003	Q3528408
Q4670620	P31	Q13221722
Q4670620	label	Abuna Ginde Beret
Q4670620	P17	Q115
Q4670620	P2006190001	Q202107
Q4670620	P2006190002	Q1109833
Q4670620	P2006190003	Q4670620
Q5359876	P31	Q13221722
Q5359876	label	Elfata
Q5359876	label	Ifata
Q5359876	P17	Q115
Q5359876	P2006190001	Q202107
Q5359876	P2006190002	Q1109833
Q5359876	P2006190003	Q5359876
Q6192004	P31	Q13221722
Q6192004	label	Jibat
Q6192004	P17	Q115
Q6192004	P2006190001	Q202107
Q6192004	P2006190002	Q1109833
Q6192004	P2006190003	Q6192004
Q6841084	P31	Q13221722
Q6841084	label	Midakegn
Q6841084	P17	Q115
Q6841084	P2006190001	Q202107
Q6841084	P2006190002	Q1109833
Q6841084	P2006190003	Q6841084
Q7813527	P31	Q13221722
Q7813527	label	Toke Kutaye
Q7813527	P17	Q115
Q7813527	P2006190001	Q202107
Q7813527	P2006190002	Q1109833
Q7813527	P2006190003	Q7813527
Q24032674	P31	Q13221722
Q24032674	label	Basona Werana
Q24032674	P17	Q115
Q24032674	P2006190001	Q202107
Q24032674	P2006190002	Q1109833
Q24032674	P2006190003	Q24032674
Q3258847	P31	Q13221722
Q3258847	label	Lome
Q3258847	P17	Q115
Q3258847	P2006190001	Q202107
Q3258847	P2006190002	Q1109846
Q3258847	P2006190003	Q3258847
Q4944247	P31	Q13221722
Q4944247	label	Bora
Q4944247	P17	Q115
Q4944247	P2006190001	Q202107
Q4944247	P2006190002	Q1109846
Q4944247	P2006190003	Q4944247
Q6540513	P31	Q13221722
Q6540513	label	Liben
Q6540513	P17	Q115
Q6540513	P2006190001	Q202107
Q6540513	P2006190002	Q1109846
Q6540513	P2006190003	Q6540513
Q56580808	P31	Q13221722
Q56580808	label	Bishoftu
Q56580808	P17	Q115
Q56580808	P2006190001	Q202107
Q56580808	P2006190002	Q1109846
Q56580808	P2006190003	Q56580808
Q3125691	P31	Q13221722
Q3125691	label	Bule Hora
Q3125691	P17	Q115
Q3125691	P2006190001	Q202107
Q3125691	P2006190002	Q1109855
Q3125691	P2006190003	Q3125691
Q3326979	P31	Q13221722
Q3326979	label	"Moyale, Oromia"
Q3326979	label	Moyale
Q3326979	P17	Q115
Q3326979	P2006190001	Q202107
Q3326979	P2006190002	Q1109855
Q3326979	P2006190003	Q3326979
Q3517432	P31	Q13221722
Q3517432	label	Teltele
Q3517432	P17	Q115
Q3517432	P2006190001	Q202107
Q3517432	P2006190002	Q1109855
Q3517432	P2006190003	Q3517432
Q3571228	P31	Q13221722
Q3571228	label	Yabelo
Q3571228	P17	Q115
Q3571228	P2006190001	Q202107
Q3571228	P2006190002	Q1109855
Q3571228	P2006190003	Q3571228
Q5312499	P31	Q13221722
Q5312499	label	Dugda Dawa
Q5312499	P17	Q115
Q5312499	P2006190001	Q202107
Q5312499	P2006190002	Q1109855
Q5312499	P2006190003	Q5312499
Q5530360	P31	Q13221722
Q5530360	label	Gelana
Q5530360	P17	Q115
Q5530360	P2006190001	Q202107
Q5530360	P2006190002	Q1109855
Q5530360	P2006190003	Q5530360
Q16973161	P31	Q13221722
Q16973161	label	Miyu
Q16973161	P17	Q115
Q16973161	P2006190001	Q202107
Q16973161	P2006190002	Q1109855
Q16973161	P2006190003	Q16973161
Q3121423	P31	Q13221722
Q3121423	label	Guto Wayu
Q3121423	P17	Q115
Q3121423	P2006190001	Q202107
Q3121423	P2006190002	Q1109870
Q3121423	P2006190003	Q3121423
Q3178986	P31	Q13221722
Q3178986	label	Jimma Arjo
Q3178986	P17	Q115
Q3178986	P2006190001	Q202107
Q3178986	P2006190002	Q1109870
Q3178986	P2006190003	Q3178986
Q3241124	P31	Q13221722
Q3241124	label	Limmu District
Q3241124	P17	Q115
Q3241124	P2006190001	Q202107
Q3241124	P2006190002	Q1109870
Q3241124	P2006190003	Q3241124
Q3346443	P31	Q13221722
Q3346443	label	Nunu Kumba
Q3346443	P17	Q115
Q3346443	P2006190001	Q202107
Q3346443	P2006190002	Q1109870
Q3346443	P2006190003	Q3346443
Q3473789	P31	Q13221722
Q3473789	label	Sasiga
Q3473789	P17	Q115
Q3473789	P2006190001	Q202107
Q3473789	P2006190002	Q1109870
Q3473789	P2006190003	Q3473789
Q3482960	P31	Q13221722
Q3482960	label	Sibu Sire
Q3482960	P17	Q115
Q3482960	P2006190001	Q202107
Q3482960	P2006190002	Q1109870
Q3482960	P2006190003	Q3482960
Q4941221	P31	Q13221722
Q4941221	label	Bonaya Boshe
Q4941221	P17	Q115
Q4941221	P2006190001	Q202107
Q4941221	P2006190002	Q1109870
Q4941221	P2006190003	Q4941221
Q5275497	P31	Q13221722
Q5275497	label	Diga
Q5275497	P17	Q115
Q5275497	P2006190001	Q202107
Q5275497	P2006190002	Q1109870
Q5275497	P2006190003	Q5275497
Q5575602	P31	Q13221722
Q5575602	label	Gobu Seyo
Q5575602	P17	Q115
Q5575602	P2006190001	Q202107
Q5575602	P2006190002	Q1109870
Q5575602	P2006190003	Q5575602
Q5621831	P31	Q13221722
Q5621831	label	Guto Gida
Q5621831	P17	Q115
Q5621831	P2006190001	Q202107
Q5621831	P2006190002	Q1109870
Q5621831	P2006190003	Q5621831
Q5659805	P31	Q13221722
Q5659805	label	Haro Limmu
Q5659805	P17	Q115
Q5659805	P2006190001	Q202107
Q5659805	P2006190002	Q1109870
Q5659805	P2006190003	Q5659805
Q6520555	P31	Q13221722
Q6520555	label	Leka Dulecha
Q6520555	P17	Q115
Q6520555	P2006190001	Q202107
Q6520555	P2006190002	Q1109870
Q6520555	P2006190003	Q6520555
Q7966892	P31	Q13221722
Q7966892	label	Wama Hagalo
Q7966892	P17	Q115
Q7966892	P2006190001	Q202107
Q7966892	P2006190002	Q1109870
Q7966892	P2006190003	Q7966892
Q7976892	P31	Q13221722
Q7976892	label	Wayu Tuka
Q7976892	P17	Q115
Q7976892	P2006190001	Q202107
Q7976892	P2006190002	Q1109870
Q7976892	P2006190003	Q7976892
Q16965400	P31	Q13221722
Q16965400	label	Gudeya Bila
Q16965400	P17	Q115
Q16965400	P2006190001	Q202107
Q16965400	P2006190002	Q1109870
Q16965400	P2006190003	Q16965400
Q3195518	P31	Q13221722
Q3195518	label	Kersa
Q3195518	P17	Q115
Q3195518	P2006190001	Q202107
Q3195518	P2006190002	Q1109877
Q3195518	P2006190003	Q3195518
Q3241122	P31	Q13221722
Q3241122	label	Limmu Kosa
Q3241122	P17	Q115
Q3241122	P2006190001	Q202107
Q3241122	P2006190002	Q1109877
Q3241122	P2006190003	Q3241122
Q3241125	P31	Q13221722
Q3241125	label	Limmu Sakka
Q3241125	P17	Q115
Q3241125	P2006190001	Q202107
Q3241125	P2006190002	Q1109877
Q3241125	P2006190003	Q3241125
Q3352093	P31	Q13221722
Q3352093	label	Omo Nada
Q3352093	P17	Q115
Q3352093	P2006190001	Q202107
Q3352093	P2006190002	Q1109877
Q3352093	P2006190003	Q3352093
Q3477985	P31	Q13221722
Q3477985	label	Seka Chekorsa
Q3477985	P17	Q115
Q3477985	P2006190001	Q202107
Q3477985	P2006190002	Q1109877
Q3477985	P2006190003	Q3477985
Q3529396	P31	Q13221722
Q3529396	label	Tiro Afeta
Q3529396	P17	Q115
Q3529396	P2006190001	Q202107
Q3529396	P2006190002	Q1109877
Q3529396	P2006190003	Q3529396
Q5104933	P31	Q13221722
Q5104933	label	Chora Botor
Q5104933	label	Chora
Q5104933	P17	Q115
Q5104933	P2006190001	Q202107
Q5104933	P2006190002	Q1109877
Q5104933	P2006190003	Q5104933
Q5618018	P31	Q13221722
Q5618018	label	Guma
Q5618018	P17	Q115
Q5618018	P2006190001	Q202107
Q5618018	P2006190002	Q1109877
Q5618018	P2006190003	Q5618018
Q7492254	P31	Q13221722
Q7492254	label	Shebe Senbo
Q7492254	P17	Q115
Q7492254	P2006190001	Q202107
Q7492254	P2006190002	Q1109877
Q7492254	P2006190003	Q7492254
Q56460844	P31	Q13221722
Q56460844	label	Agaro
Q56460844	P17	Q115
Q56460844	P2006190001	Q202107
Q56460844	P2006190002	Q1109877
Q56460844	P2006190003	Q56460844
Q3118829	P31	Q13221722
Q3118829	label	Guba Koricha
Q3118829	P17	Q115
Q3118829	P2006190001	Q202107
Q3118829	P2006190002	Q1109889
Q3118829	P2006190003	Q3118829
Q3125408	P31	Q13221722
Q3125408	label	Habro
Q3125408	P17	Q115
Q3125408	P2006190001	Q202107
Q3125408	P2006190002	Q1109889
Q3125408	P2006190003	Q3125408
Q3200454	P31	Q13221722
Q3200454	label	Kuni
Q3200454	P17	Q115
Q3200454	P2006190001	Q202107
Q3200454	P2006190002	Q1109889
Q3200454	P2006190003	Q3200454
Q3312794	P31	Q13221722
Q3312794	label	"Mieso, Oromia"
Q3312794	P17	Q115
Q3312794	P2006190001	Q202107
Q3312794	P2006190002	Q1109889
Q3312794	P2006190003	Q3312794
Q24032629	P31	Q13221722
Q24032629	label	Babille
Q24032629	P17	Q115
Q24032629	P2006190001	Q202107
Q24032629	P2006190002	Q1109889
Q24032629	P2006190003	Q24032629
Q56249628	P31	Q13221722
Q56249628	label	Bedessa Town
Q56249628	P17	Q115
Q56249628	P2006190001	Q202107
Q56249628	P2006190002	Q1109889
Q56249628	P2006190003	Q56249628
Q56249634	P31	Q13221722
Q56249634	label	Chiro Town
Q56249634	P17	Q115
Q56249634	P2006190001	Q202107
Q56249634	P2006190002	Q1109889
Q56249634	P2006190003	Q56249634
Q4752601	P31	Q13221722
Q4752601	label	Anchar
Q4752601	P17	Q115
Q4752601	P2006190001	Q202107
