node1	label	node2
Q3502932	P2006190003	Q3502932
Q3517952	P31	Q13221722
Q3517952	label	Tena
Q3517952	P17	Q115
Q3517952	P2006190001	Q202107
Q3517952	P2006190002	Q646859
Q3517952	P2006190003	Q3517952
Q3529978	P31	Q13221722
Q3529978	label	Tiyo
Q3529978	P17	Q115
Q3529978	P2006190001	Q202107
Q3529978	P2006190002	Q646859
Q3529978	P2006190003	Q3529978
Q207635	P31	Q10864048
Q207635	label	Benishangul-Gumuz Region
Q207635	P17	Q115
Q207635	P2006190001	Q207635
Q734246	P31	Q13220204
Q734246	label	Asosa Zone
Q734246	P17	Q115
Q734246	P2006190001	Q207635
Q734246	P2006190002	Q734246
Q2361764	P31	Q13221722
Q2361764	label	Komesha
Q2361764	P17	Q115
Q2361764	P2006190001	Q207635
Q2361764	P2006190002	Q734246
Q2361764	P2006190003	Q2361764
Q2866757	P31	Q13221722
Q2866757	label	Asosa
Q2866757	P17	Q115
Q2866757	P2006190001	Q207635
Q2866757	P2006190002	Q734246
Q2866757	P2006190003	Q2866757
Q2881768	P31	Q13221722
Q2881768	label	Bambasi
Q2881768	P17	Q115
Q2881768	P2006190001	Q207635
Q2881768	P2006190002	Q734246
Q2881768	P2006190003	Q2881768
Q3198977	P31	Q13221722
Q3198977	label	Kormuk
Q3198977	P17	Q115
Q3198977	P2006190001	Q207635
Q3198977	P2006190002	Q734246
Q3198977	P2006190003	Q3198977
Q3305834	P31	Q13221722
Q3305834	label	Menge
Q3305834	P17	Q115
Q3305834	P2006190001	Q207635
Q3305834	P2006190002	Q734246
Q3305834	P2006190003	Q3305834
Q3349066	P31	Q13221722
Q3349066	label	Oda Buldigilu
Q3349066	P17	Q115
Q3349066	P2006190001	Q207635
Q3349066	P2006190002	Q734246
Q3349066	P2006190003	Q3349066
Q3481925	P31	Q13221722
Q3481925	label	Sherkole
Q3481925	P17	Q115
Q3481925	P2006190001	Q207635
Q3481925	P2006190002	Q734246
Q3481925	P2006190003	Q3481925
Q742955	P31	Q13220204
Q742955	label	Metekel Zone
Q742955	P17	Q115
Q742955	P2006190001	Q207635
Q742955	P2006190002	Q742955
Q539919	P31	Q13221722
Q539919	label	Dangur
Q539919	P17	Q115
Q539919	P2006190001	Q207635
Q539919	P2006190002	Q742955
Q539919	P2006190003	Q539919
Q630528	P31	Q13221722
Q630528	label	Dibate
Q630528	P17	Q115
Q630528	P2006190001	Q207635
Q630528	P2006190002	Q742955
Q630528	P2006190003	Q630528
Q2927925	P31	Q13221722
Q2927925	label	Bulen
Q2927925	P17	Q115
Q2927925	P2006190001	Q207635
Q2927925	P2006190002	Q742955
Q2927925	P2006190003	Q2927925
Q3118828	P31	Q13221722
Q3118828	label	Guba
Q3118828	P17	Q115
Q3118828	P2006190001	Q207635
Q3118828	P2006190002	Q742955
Q3118828	P2006190003	Q3118828
Q3285608	P31	Q13221722
Q3285608	label	Mandura
Q3285608	P17	Q115
Q3285608	P2006190001	Q207635
Q3285608	P2006190002	Q742955
Q3285608	P2006190003	Q3285608
Q3567218	P31	Q13221722
Q3567218	label	Wenbera
Q3567218	P17	Q115
Q3567218	P2006190001	Q207635
Q3567218	P2006190002	Q742955
Q3567218	P2006190003	Q3567218
Q768586	P31	Q13220204
Q768586	label	Illubabor Zone
Q768586	P17	Q115
Q768586	P2006190001	Q202107
Q768586	P2006190002	Q768586
Q16957182	P31	Q13221722
Q16957182	label	Hurumu
Q16957182	P17	Q115
Q16957182	P2006190001	Q202107
Q16957182	P2006190002	Q768586
Q16957182	P2006190003	Q16957182
Q56489850	P31	Q13221722
Q56489850	label	Buno Bedele
Q56489850	P17	Q115
Q56489850	P2006190001	Q202107
Q56489850	P2006190002	Q768586
Q56489850	P2006190003	Q56489850
Q56489923	P31	Q13221722
Q56489923	label	Metu
Q56489923	P17	Q115
Q56489923	P2006190001	Q202107
Q56489923	P2006190002	Q768586
Q56489923	P2006190003	Q56489923
Q8050552	P31	Q13221722
Q8050552	label	Yayu
Q8050552	P17	Q115
Q8050552	P2006190001	Q202107
Q8050552	P2006190002	Q768586
Q8050552	P2006190003	Q8050552
Q2654779	P31	Q13221722
Q2654779	label	Gechi
Q2654779	P17	Q115
Q2654779	P2006190001	Q202107
Q2654779	P2006190002	Q768586
Q2654779	P2006190003	Q2654779
Q2832369	P31	Q13221722
Q2832369	label	Ale
Q2832369	P17	Q115
Q2832369	P2006190001	Q202107
Q2832369	P2006190002	Q768586
Q2832369	P2006190003	Q2832369
Q2893564	P31	Q13221722
Q2893564	label	Bedele Zuria
Q2893564	P17	Q115
Q2893564	P2006190001	Q202107
Q2893564	P2006190002	Q768586
Q2893564	P2006190003	Q2893564
Q2928317	P31	Q13221722
Q2928317	label	"Bure, Oromia"
Q2928317	P17	Q115
Q2928317	P2006190001	Q202107
Q2928317	P2006190002	Q768586
Q2928317	P2006190003	Q2928317
Q2964481	P31	Q13221722
Q2964481	label	Chora
Q2964481	P17	Q115
Q2964481	P2006190001	Q202107
Q2964481	P2006190002	Q768586
Q2964481	P2006190003	Q2964481
Q3016116	P31	Q13221722
Q3016116	label	Darimu
Q3016116	P17	Q115
Q3016116	P2006190001	Q202107
Q3016116	P2006190002	Q768586
Q3016116	P2006190003	Q3016116
Q3021233	P31	Q13221722
Q3021233	label	Dega
Q3021233	P17	Q115
Q3021233	P2006190001	Q202107
Q3021233	P2006190002	Q768586
Q3021233	P2006190003	Q3021233
Q3026870	P31	Q13221722
Q3026870	label	Didessa
Q3026870	P17	Q115
Q3026870	P2006190001	Q202107
Q3026870	P2006190002	Q768586
Q3026870	P2006190003	Q3026870
Q3307516	P31	Q13221722
Q3307516	label	Metu Zuria
Q3307516	P17	Q115
Q3307516	P2006190001	Q202107
Q3307516	P2006190002	Q768586
Q3307516	P2006190003	Q3307516
Q3343373	P31	Q13221722
Q3343373	label	Nono Sele
Q3343373	P17	Q115
Q3343373	P2006190001	Q202107
Q3343373	P2006190002	Q768586
Q3343373	P2006190003	Q3343373
Q3504035	P31	Q13221722
Q3504035	label	Supena Sodo
Q3504035	P17	Q115
Q3504035	P2006190001	Q202107
Q3504035	P2006190002	Q768586
Q3504035	P2006190003	Q3504035
Q4723965	P31	Q13221722
Q4723965	label	Alge Sache
Q4723965	P17	Q115
Q4723965	P2006190001	Q202107
Q4723965	P2006190002	Q768586
Q4723965	P2006190003	Q4723965
Q4903612	P31	Q13221722
Q4903612	label	Bicho
Q4903612	P17	Q115
Q4903612	P2006190001	Q202107
Q4903612	P2006190002	Q768586
Q4903612	P2006190003	Q4903612
Q4913557	P31	Q13221722
Q4913557	label	Bilo Nopha
Q4913557	P17	Q115
Q4913557	P2006190001	Q202107
Q4913557	P2006190002	Q768586
Q4913557	P2006190003	Q4913557
Q4944800	P31	Q13221722
Q4944800	label	Borecha
Q4944800	P17	Q115
Q4944800	P2006190001	Q202107
Q4944800	P2006190002	Q768586
Q4944800	P2006190003	Q4944800
Q5094504	P31	Q13221722
Q5094504	label	Chewaka
Q5094504	P17	Q115
Q5094504	P2006190001	Q202107
Q5094504	P2006190002	Q768586
Q5094504	P2006190003	Q5094504
Q5207520	P31	Q13221722
Q5207520	label	Dabo Hana
Q5207520	P17	Q115
Q5207520	P2006190001	Q202107
Q5207520	P2006190002	Q768586
Q5207520	P2006190003	Q5207520
Q5274247	P31	Q13221722
Q5274247	label	"Didu, Ethiopia"
Q5274247	P17	Q115
Q5274247	P2006190001	Q202107
Q5274247	P2006190002	Q768586
Q5274247	P2006190003	Q5274247
Q5297724	P31	Q13221722
Q5297724	label	Doreni
Q5297724	P17	Q115
Q5297724	P2006190001	Q202107
Q5297724	P2006190002	Q768586
Q5297724	P2006190003	Q5297724
Q5935367	P31	Q13221722
Q5935367	label	Huka Halu
Q5935367	P17	Q115
Q5935367	P2006190001	Q202107
Q5935367	P2006190002	Q768586
Q5935367	P2006190003	Q5935367
Q6739829	P31	Q13221722
Q6739829	label	Mako
Q6739829	P17	Q115
Q6739829	P2006190001	Q202107
Q6739829	P2006190002	Q768586
Q6739829	P2006190003	Q6739829
Q804883	P31	Q13220204
Q804883	label	Bale Zone
Q804883	P17	Q115
Q804883	P2006190001	Q202107
Q804883	P2006190002	Q804883
Q3421340	P31	Q13221722
Q3421340	label	Raytu
Q3421340	P17	Q115
Q3421340	P2006190001	Q202107
Q3421340	P2006190002	Q804883
Q3421340	P2006190003	Q3421340
Q3480862	P31	Q13221722
Q3480862	label	Seweyna
Q3480862	P17	Q115
Q3480862	P2006190001	Q202107
Q3480862	P2006190002	Q804883
Q3480862	P2006190003	Q3480862
Q5242290	P31	Q13221722
Q5242290	label	Dawe Kachen
Q5242290	P17	Q115
Q5242290	P2006190001	Q202107
Q5242290	P2006190002	Q804883
Q5242290	P2006190003	Q5242290
Q5254300	P31	Q13221722
Q5254300	label	Delo Menna
Q5254300	P17	Q115
Q5254300	P2006190001	Q202107
Q5254300	P2006190002	Q804883
Q5254300	P2006190003	Q5254300
Q5278718	P31	Q13221722
Q5278718	label	Dinsho
Q5278718	P17	Q115
Q5278718	P2006190001	Q202107
Q5278718	P2006190002	Q804883
Q5278718	P2006190003	Q5278718
Q5526420	P31	Q13221722
Q5526420	label	Gasera
Q5526420	P17	Q115
Q5526420	P2006190001	Q202107
Q5526420	P2006190002	Q804883
Q5526420	P2006190003	Q5526420
Q960789	P31	Q13221722
Q960789	label	Ginir
Q960789	P17	Q115
Q960789	P2006190001	Q202107
Q960789	P2006190002	Q804883
Q960789	P2006190003	Q960789
Q2826421	P31	Q13221722
Q2826421	label	Agarfa
Q2826421	P17	Q115
Q2826421	P2006190001	Q202107
Q2826421	P2006190002	Q804883
Q2826421	P2006190003	Q2826421
Q2896892	P31	Q13221722
Q2896892	label	Berbere
Q2896892	P17	Q115
Q2896892	P2006190001	Q202107
Q2896892	P2006190002	Q804883
Q2896892	P2006190003	Q2896892
Q3109573	P31	Q13221722
Q3109573	label	Goba
Q3109573	P17	Q115
Q3109573	P2006190001	Q202107
Q3109573	P2006190002	Q804883
Q3109573	P2006190003	Q3109573
Q3111360	P31	Q13221722
Q3111360	label	Goro
Q3111360	P17	Q115
Q3111360	P2006190001	Q202107
Q3111360	P2006190002	Q804883
Q3111360	P2006190003	Q3111360
Q3229049	P31	Q13221722
Q3229049	label	Legehida
Q3229049	P17	Q115
Q3229049	P2006190001	Q202107
Q3229049	P2006190002	Q804883
Q3229049	P2006190003	Q3229049
Q3303887	P31	Q13221722
Q3303887	label	Meda Welabu
Q3303887	P17	Q115
Q3303887	P2006190001	Q202107
Q3303887	P2006190002	Q804883
Q3303887	P2006190003	Q3303887
Q5580914	P31	Q13221722
Q5580914	label	Gololcha
Q5580914	P17	Q115
Q5580914	P2006190001	Q202107
Q5580914	P2006190002	Q804883
Q5580914	P2006190003	Q5580914
Q7521774	P31	Q13221722
Q7521774	label	Sinana
Q7521774	P17	Q115
Q7521774	P2006190001	Q202107
Q7521774	P2006190002	Q804883
Q7521774	P2006190003	Q7521774
Q15222316	P31	Q13221722
Q15222316	label	Guradamole
Q15222316	P17	Q115
Q15222316	P2006190001	Q202107
Q15222316	P2006190002	Q804883
Q15222316	P2006190003	Q15222316
Q16964887	P31	Q13221722
Q16964887	label	Harena Buluk
Q16964887	P17	Q115
Q16964887	P2006190001	Q202107
Q16964887	P2006190002	Q804883
Q16964887	P2006190003	Q16964887
Q55609174	P31	Q13221722
Q55609174	label	Dawe Serara
Q55609174	P17	Q115
Q55609174	P2006190001	Q202107
Q55609174	P2006190002	Q804883
Q55609174	P2006190003	Q55609174
Q56248058	P31	Q13221722
Q56248058	label	Goba Town
Q56248058	P17	Q115
Q56248058	P2006190001	Q202107
Q56248058	P2006190002	Q804883
Q56248058	P2006190003	Q56248058
Q203009	P31	Q10864048
Q203009	label	Amhara Region
Q203009	P17	Q115
Q203009	P2006190001	Q203009
Q1070687	P31	Q13220204
Q1070687	label	Wag Hemra Zone
Q1070687	P17	Q115
Q1070687	P2006190001	Q203009
Q1070687	P2006190002	Q1070687
Q3021287	P31	Q13221722
Q3021287	label	Dehana
Q3021287	P17	Q115
Q3021287	P2006190001	Q203009
Q3021287	P2006190002	Q1070687
Q3021287	P2006190003	Q3021287
Q3491118	P31	Q13221722
Q3491118	label	Soqota
Q3491118	P17	Q115
Q3491118	P2006190001	Q203009
Q3491118	P2006190002	Q1070687
Q3491118	P2006190003	Q3491118
Q3575528	P31	Q13221722
Q3575528	label	Zikuala
Q3575528	P17	Q115
Q3575528	P2006190001	Q203009
Q3575528	P2006190002	Q1070687
Q3575528	P2006190003	Q3575528
Q5529030	P31	Q13221722
Q5529030	label	Gazbibla
Q5529030	P17	Q115
Q5529030	P2006190001	Q203009
Q5529030	P2006190002	Q1070687
Q5529030	P2006190003	Q5529030
Q203193	P31	Q10864048
Q203193	label	"Southern Nations, Nationalities, and Peoples' Region"
Q203193	P17	Q115
Q203193	P2006190001	Q203193
Q1070678	P31	Q13220204
Q1070678	label	Gurage Zone
Q1070678	P17	Q115
Q1070678	P2006190001	Q203193
Q1070678	P2006190002	Q1070678
Q2962073	P31	Q13221722
Q2962073	label	Cheha
Q2962073	P17	Q115
Q2962073	P2006190001	Q203193
Q2962073	P2006190002	Q1070678
Q2962073	P2006190003	Q2962073
Q3054076	P31	Q13221722
Q3054076	label	Enemorina Eaner
Q3054076	P17	Q115
Q3054076	P2006190001	Q203193
Q3054076	P2006190002	Q1070678
Q3054076	P2006190003	Q3054076
Q3120794	P31	Q13221722
Q3120794	label	Gumer
Q3120794	P17	Q115
Q3120794	P2006190001	Q203193
Q3120794	P2006190002	Q1070678
Q3120794	P2006190003	Q3120794
Q3198372	P31	Q13221722
Q3198372	label	Kokir Gedebano
Q3198372	P17	Q115
Q3198372	P2006190001	Q203193
Q3198372	P2006190002	Q1070678
Q3198372	P2006190003	Q3198372
Q4667233	P31	Q13221722
Q4667233	label	Abeshge
Q4667233	P17	Q115
Q4667233	P2006190001	Q203193
Q4667233	P2006190002	Q1070678
Q4667233	P2006190003	Q4667233
Q5376006	P31	Q13221722
Q5376006	label	Endegagn
Q5376006	P17	Q115
Q5376006	P2006190001	Q203193
Q5376006	P2006190002	Q1070678
Q5376006	P2006190003	Q5376006
Q5423261	P31	Q13221722
Q5423261	label	Ezha
Q5423261	P17	Q115
Q5423261	P2006190001	Q203193
Q5423261	P2006190002	Q1070678
Q5423261	P2006190003	Q5423261
Q6382397	P31	Q13221722
Q6382397	label	Kebena
Q6382397	P17	Q115
Q6382397	P2006190001	Q203193
Q6382397	P2006190002	Q1070678
Q6382397	P2006190003	Q6382397
Q6758933	P31	Q13221722
Q6758933	label	Mareko
Q6758933	P17	Q115
Q6758933	P2006190001	Q203193
Q6758933	P2006190002	Q1070678
Q6758933	P2006190003	Q6758933
Q7553234	P31	Q13221722
Q7553234	label	Soddo
Q7553234	P17	Q115
Q7553234	P2006190001	Q203193
Q7553234	P2006190002	Q1070678
Q7553234	P2006190003	Q7553234
Q15253216	P31	Q13221722
Q15253216	label	Meskane
Q15253216	P17	Q115
Q15253216	P2006190001	Q203193
Q15253216	P2006190002	Q1070678
Q15253216	P2006190003	Q15253216
Q16969182	P31	Q13221722
Q16969182	label	Geta
Q16969182	P17	Q115
Q16969182	P2006190001	Q203193
Q16969182	P2006190002	Q1070678
Q16969182	P2006190003	Q16969182
Q16977966	P31	Q13221722
Q16977966	label	Muhor Na Aklil
Q16977966	P17	Q115
Q16977966	P2006190001	Q203193
Q16977966	P2006190002	Q1070678
Q16977966	P2006190003	Q16977966
Q56489667	P31	Q13221722
Q56489667	label	Welkite
Q56489667	P17	Q115
Q56489667	P2006190001	Q203193
Q56489667	P2006190002	Q1070678
Q56489667	P2006190003	Q56489667
Q1070780	P31	Q13220204
Q1070780	label	Semien Shewa Zone
Q1070780	P17	Q115
Q1070780	P2006190001	Q203009
Q1070780	P2006190002	Q1070780
Q4763758	P31	Q13221722
Q4763758	label	Angolalla Tera
Q4763758	P17	Q115
Q4763758	P2006190001	Q203009
Q4763758	P2006190002	Q1070780
Q4763758	P2006190003	Q4763758
Q4803321	P31	Q13221722
Q4803321	label	Asagirt
Q4803321	P17	Q115
Q4803321	P2006190001	Q203009
Q4803321	P2006190002	Q1070780
Q4803321	P2006190003	Q4803321
Q5248544	P31	Q13221722
Q5248544	label	Debre Libanos
Q5248544	P17	Q115
Q5248544	P2006190001	Q203009
Q5248544	P2006190002	Q1070780
Q5248544	P2006190003	Q5248544
Q6817697	P31	Q13221722
Q6817697	label	Menz Gera Midir
Q6817697	P17	Q115
Q6817697	P2006190001	Q203009
Q6817697	P2006190002	Q1070780
Q6817697	P2006190003	Q6817697
Q6817699	P31	Q13221722
Q6817699	label	Menz Keya Gebreal
Q6817699	P17	Q115
Q6817699	P2006190001	Q203009
Q6817699	P2006190002	Q1070780
Q6817699	P2006190003	Q6817699
Q6817700	P31	Q13221722
Q6817700	label	Menz Lalo Midir
Q6817700	P17	Q115
Q6817700	P2006190001	Q203009
Q6817700	P2006190002	Q1070780
Q6817700	P2006190003	Q6817700
Q6817703	P31	Q13221722
Q6817703	label	Menz Mam Midir
Q6817703	P17	Q115
Q6817703	P2006190001	Q203009
Q6817703	P2006190002	Q1070780
Q6817703	P2006190003	Q6817703
Q6894976	P31	Q13221722
Q6894976	label	Mojana Wadera
Q6894976	P17	Q115
Q6894976	P2006190001	Q203009
Q6894976	P2006190002	Q1070780
Q6894976	P2006190003	Q6894976
Q7533309	P31	Q13221722
Q7533309	label	Siyadebrina Wayu
Q7533309	P17	Q115
Q7533309	P2006190001	Q203009
Q7533309	P2006190002	Q1070780
Q7533309	P2006190003	Q7533309
Q56489743	P31	Q13221722
Q56489743	label	Fiche
Q56489743	P17	Q115
Q56489743	P2006190001	Q203009
Q56489743	P2006190002	Q1070780
Q56489743	P2006190003	Q56489743
Q56611674	P31	Q13221722
Q56611674	label	Debre Berhan
Q56611674	P17	Q115
Q56611674	P2006190001	Q203009
Q56611674	P2006190002	Q1070780
Q56611674	P2006190003	Q56611674
Q1070718	P31	Q13220204
Q1070718	label	Agew Awi Zone
Q1070718	P17	Q115
Q1070718	P2006190001	Q203009
Q1070718	P2006190002	Q1070718
Q2850318	P31	Q13221722
Q2850318	label	Ankasha Guagusa
Q2850318	P17	Q115
Q2850318	P2006190001	Q203009
Q2850318	P2006190002	Q1070718
Q2850318	P2006190003	Q2850318
Q2882541	P31	Q13221722
Q2882541	label	Banja
Q2882541	P17	Q115
Q2882541	P2006190001	Q203009
Q2882541	P2006190002	Q1070718
Q2882541	P2006190003	Q2882541
Q3013540	P31	Q13221722
Q3013540	label	Dangila
Q3013540	P17	Q115
Q3013540	P2006190001	Q203009
Q3013540	P2006190002	Q1070718
Q3013540	P2006190003	Q3013540
Q1070727	P31	Q13220204
Q1070727	label	Debub Gondar Zone
Q1070727	P17	Q115
Q1070727	P2006190001	Q203009
Q1070727	P2006190002	Q1070727
Q2920079	P31	Q13221722
Q2920079	label	Fogera
Q2920079	P17	Q115
Q2920079	P2006190001	Q203009
Q2920079	P2006190002	Q1070727
Q2920079	P2006190003	Q2920079
Q1070736	P31	Q13220204
Q1070736	label	Mirab Gojjam Zone
Q1070736	P17	Q115
Q1070736	P2006190001	Q203009
Q1070736	P2006190002	Q1070736
Q682810	P31	Q13221722
Q682810	label	Sekela
Q682810	P17	Q115
Q682810	P2006190001	Q203009
Q682810	P2006190002	Q1070736
Q682810	P2006190003	Q682810
Q2823009	P31	Q13221722
Q2823009	label	Achefer
Q2823009	P17	Q115
Q2823009	P2006190001	Q203009
Q2823009	P2006190002	Q1070736
Q2823009	P2006190003	Q2823009
Q2824322	P31	Q13221722
Q2824322	label	Yilmana Densa
Q2824322	P17	Q115
Q2824322	P2006190001	Q203009
Q2824322	P2006190002	Q1070736
Q2824322	P2006190003	Q2824322
Q2879292	P31	Q13221722
Q2879292	label	Bahir Dar Zuria
Q2879292	P17	Q115
Q2879292	P2006190001	Q203009
Q2879292	P2006190002	Q1070736
Q2879292	P2006190003	Q2879292
Q2928321	P31	Q13221722
Q2928321	label	Bure Wemberma
Q2928321	P17	Q115
Q2928321	P2006190001	Q203009
Q2928321	P2006190002	Q1070736
Q2928321	P2006190003	Q2928321
Q3021230	P31	Q13221722
Q3021230	label	Dega Damot
Q3021230	P17	Q115
Q3021230	P2006190001	Q203009
Q3021230	P2006190002	Q1070736
Q3021230	P2006190003	Q3021230
Q1070764	P31	Q13220204
Q1070764	label	Misraq Gojjam Zone
Q1070764	P17	Q115
Q1070764	P2006190001	Q203009
Q1070764	P2006190002	Q1070764
Q2399966	P31	Q13221722
Q2399966	label	Baso Liben
Q2399966	P17	Q115
Q2399966	P2006190001	Q203009
Q2399966	P2006190002	Q1070764
Q2399966	P2006190003	Q2399966
Q2874652	P31	Q13221722
Q2874652	label	Awabel
Q2874652	P17	Q115
Q2874652	P2006190001	Q203009
Q2874652	P2006190002	Q1070764
Q2874652	P2006190003	Q2874652
Q2901588	P31	Q13221722
Q2901588	label	Bibugn
Q2901588	P17	Q115
Q2901588	P2006190001	Q203009
Q2901588	P2006190002	Q1070764
Q2901588	P2006190003	Q2901588
Q3020793	P31	Q13221722
Q3020793	label	Debay Telatgen
Q3020793	P17	Q115
Q3020793	P2006190001	Q203009
Q3020793	P2006190002	Q1070764
Q3020793	P2006190003	Q3020793
Q3021379	P31	Q13221722
Q3021379	label	Dejen
Q3021379	P17	Q115
Q3021379	P2006190001	Q203009
Q3021379	P2006190002	Q1070764
Q3021379	P2006190003	Q3021379
Q2821604	P31	Q13221722
Q2821604	label	Abichuna Gne'a
Q2821604	P17	Q115
Q2821604	P2006190001	Q203009
Q2821604	P2006190002	Q1070780
Q2821604	P2006190003	Q2821604
Q2849718	P31	Q13221722
Q2849718	label	Angolalla Terana Asagirt
Q2849718	P17	Q115
Q2849718	P2006190001	Q203009
Q2849718	P2006190002	Q1070780
Q2849718	P2006190003	Q2849718
Q2850353	P31	Q13221722
Q2850353	label	Ankober
Q2850353	P17	Q115
Q2850353	P2006190001	Q203009
Q2850353	P2006190002	Q1070780
Q2850353	P2006190003	Q2850353
Q2857654	P31	Q13221722
Q2857654	label	Antsokiyana Gemza
Q2857654	P17	Q115
Q2857654	P2006190001	Q203009
Q2857654	P2006190002	Q1070780
Q2857654	P2006190003	Q2857654
Q2896993	P31	Q13221722
Q2896993	label	Berehet
Q2896993	P17	Q115
Q2896993	P2006190001	Q203009
Q2896993	P2006190002	Q1070780
Q2896993	P2006190003	Q2896993
Q3020926	P31	Q13221722
Q3020926	label	Basona Werana
Q3020926	P17	Q115
Q3020926	P2006190001	Q203009
Q3020926	P2006190002	Q1070780
Q3020926	P2006190003	Q3020926
Q3064440	P31	Q13221722
Q3064440	label	Faggeta Lekoma
Q3064440	P17	Q115
Q3064440	P2006190001	Q203009
Q3064440	P2006190002	Q1070718
Q3064440	P2006190003	Q3064440
Q3118745	P31	Q13221722
Q3118745	label	Guangua
Q3118745	P17	Q115
Q3118745	P2006190001	Q203009
Q3118745	P2006190002	Q1070718
Q3118745	P2006190003	Q3118745
Q3023544	P31	Q13221722
Q3023544	label	Dera
Q3023544	P17	Q115
Q3023544	P2006190001	Q203009
Q3023544	P2006190002	Q1070727
Q3023544	P2006190003	Q3023544
Q3046799	P31	Q13221722
