id	node1	label	node2	node2;kgtk:data_type	node2;kgtk:valid	node2;kgtk:list_len	node2;kgtk:number	node2;kgtk:low_tolerance	node2;kgtk:high_tolerance	node2;kgtk:si_units	node2;kgtk:units_node	node2;kgtk:text	node2;kgtk:language	node2;kgtk:language_suffix	node2;kgtk:latitude	node2;kgtk:longitude	node2;kgtk:date_and_time	node2;kgtk:precision	node2;kgtk:truth	node2;kgtk:symbol
fsi;fsi-2006..csv;G52	Q774	PFSI-004	7.1QFSI-U002	quantity	True	0	7.1				QFSI-U002									
fsi;fsi-2006...csv;G52;B52	fsi;fsi-2006..csv;G52	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G52-P248-Q14818820-0000	fsi;fsi-2006..csv;G52	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G52-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G52	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G53	Q983	PFSI-004	6.7QFSI-U002	quantity	True	0	6.7				QFSI-U002									
fsi;fsi-2006...csv;G53;B53	fsi;fsi-2006..csv;G53	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G53-P248-Q14818820-0000	fsi;fsi-2006..csv;G53	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G53-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G53	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G54	Q794	PFSI-004	6.9QFSI-U002	quantity	True	0	6.9				QFSI-U002									
fsi;fsi-2006...csv;G54;B54	fsi;fsi-2006..csv;G54	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G54-P248-Q14818820-0000	fsi;fsi-2006..csv;G54	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G54-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G54	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G55	Q986	PFSI-004	5.4QFSI-U002	quantity	True	0	5.4				QFSI-U002									
fsi;fsi-2006...csv;G55;B55	fsi;fsi-2006..csv;G55	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G55-P248-Q14818820-0000	fsi;fsi-2006..csv;G55	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G55-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G55	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G56	Q403	PFSI-004	8.6QFSI-U002	quantity	True	0	8.6				QFSI-U002									
fsi;fsi-2006...csv;G56;B56	fsi;fsi-2006..csv;G56	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G56-P248-Q14818820-0000	fsi;fsi-2006..csv;G56	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G56-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G56	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G57	Q750	PFSI-004	7.0QFSI-U002	quantity	True	0	7.0				QFSI-U002									
fsi;fsi-2006...csv;G57;B57	fsi;fsi-2006..csv;G57	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G57-P248-Q14818820-0000	fsi;fsi-2006..csv;G57	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G57-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G57	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G58	Q148	PFSI-004	8.0QFSI-U002	quantity	True	0	8.0				QFSI-U002									
fsi;fsi-2006...csv;G58;B58	fsi;fsi-2006..csv;G58	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G58-P248-Q14818820-0000	fsi;fsi-2006..csv;G58	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G58-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G58	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G59	Q217	PFSI-004	7.3QFSI-U002	quantity	True	0	7.3				QFSI-U002									
fsi;fsi-2006...csv;G59;B59	fsi;fsi-2006..csv;G59	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G59-P248-Q14818820-0000	fsi;fsi-2006..csv;G59	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G59-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G59	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G60	Q811	PFSI-004	6.4QFSI-U002	quantity	True	0	6.4				QFSI-U002									
fsi;fsi-2006...csv;G60;B60	fsi;fsi-2006..csv;G60	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G60-P248-Q14818820-0000	fsi;fsi-2006..csv;G60	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G60-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G60	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G61	Q230	PFSI-004	7.4QFSI-U002	quantity	True	0	7.4				QFSI-U002									
fsi;fsi-2006...csv;G61;B61	fsi;fsi-2006..csv;G61	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G61-P248-Q14818820-0000	fsi;fsi-2006..csv;G61	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G61-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G61	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G62	Q227	PFSI-004	7.3QFSI-U002	quantity	True	0	7.3				QFSI-U002									
fsi;fsi-2006...csv;G62;B62	fsi;fsi-2006..csv;G62	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G62-P248-Q14818820-0000	fsi;fsi-2006..csv;G62	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G62-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G62	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G63	Q241	PFSI-004	5.5QFSI-U002	quantity	True	0	5.5				QFSI-U002									
fsi;fsi-2006...csv;G63;B63	fsi;fsi-2006..csv;G63	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G63-P248-Q14818820-0000	fsi;fsi-2006..csv;G63	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G63-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G63	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G64	Q736	PFSI-004	6.8QFSI-U002	quantity	True	0	6.8				QFSI-U002									
fsi;fsi-2006...csv;G64;B64	fsi;fsi-2006..csv;G64	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G64-P248-Q14818820-0000	fsi;fsi-2006..csv;G64	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G64-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G64	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G65	Q717	PFSI-004	6.8QFSI-U002	quantity	True	0	6.8				QFSI-U002									
fsi;fsi-2006...csv;G65;B65	fsi;fsi-2006..csv;G65	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G65-P248-Q14818820-0000	fsi;fsi-2006..csv;G65	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G65-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G65	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G66	Q822	PFSI-004	7.8QFSI-U002	quantity	True	0	7.8				QFSI-U002									
fsi;fsi-2006...csv;G66;B66	fsi;fsi-2006..csv;G66	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G66-P248-Q14818820-0000	fsi;fsi-2006..csv;G66	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G66-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G66	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G67	Q953	PFSI-004	5.2QFSI-U002	quantity	True	0	5.2				QFSI-U002									
fsi;fsi-2006...csv;G67;B67	fsi;fsi-2006..csv;G67	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G67-P248-Q14818820-0000	fsi;fsi-2006..csv;G67	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G67-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G67	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G68	Q801	PFSI-004	9.0QFSI-U002	quantity	True	0	9.0				QFSI-U002									
fsi;fsi-2006...csv;G68;B68	fsi;fsi-2006..csv;G68	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G68-P248-Q14818820-0000	fsi;fsi-2006..csv;G68	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G68-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G68	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G69	Q419	PFSI-004	7.0QFSI-U002	quantity	True	0	7.0				QFSI-U002									
fsi;fsi-2006...csv;G69;B69	fsi;fsi-2006..csv;G69	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G69-P248-Q14818820-0000	fsi;fsi-2006..csv;G69	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G69-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G69	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G70	Q928	PFSI-004	7.2QFSI-U002	quantity	True	0	7.2				QFSI-U002									
fsi;fsi-2006...csv;G70;B70	fsi;fsi-2006..csv;G70	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G70-P248-Q14818820-0000	fsi;fsi-2006..csv;G70	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G70-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G70	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G71	Q881	PFSI-004	5.3QFSI-U002	quantity	True	0	5.3				QFSI-U002									
fsi;fsi-2006...csv;G71;B71	fsi;fsi-2006..csv;G71	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G71-P248-Q14818820-0000	fsi;fsi-2006..csv;G71	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G71-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G71	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G72	Q924	PFSI-004	6.0QFSI-U002	quantity	True	0	6.0				QFSI-U002									
fsi;fsi-2006...csv;G72;B72	fsi;fsi-2006..csv;G72	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G72-P248-Q14818820-0000	fsi;fsi-2006..csv;G72	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G72-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G72	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G73	Q262	PFSI-004	7.1QFSI-U002	quantity	True	0	7.1				QFSI-U002									
fsi;fsi-2006...csv;G73;B73	fsi;fsi-2006..csv;G73	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G73-P248-Q14818820-0000	fsi;fsi-2006..csv;G73	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G73-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G73	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G74	Q851	PFSI-004	7.9QFSI-U002	quantity	True	0	7.9				QFSI-U002									
fsi;fsi-2006...csv;G74;B74	fsi;fsi-2006..csv;G74	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G74-P248-Q14818820-0000	fsi;fsi-2006..csv;G74	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G74-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G74	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G75	Q810	PFSI-004	6.0QFSI-U002	quantity	True	0	6.0				QFSI-U002									
fsi;fsi-2006...csv;G75;B75	fsi;fsi-2006..csv;G75	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G75-P248-Q14818820-0000	fsi;fsi-2006..csv;G75	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G75-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G75	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G76	Q783	PFSI-004	5.3QFSI-U002	quantity	True	0	5.3				QFSI-U002									
fsi;fsi-2006...csv;G76;B76	fsi;fsi-2006..csv;G76	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G76-P248-Q14818820-0000	fsi;fsi-2006..csv;G76	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G76-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G76	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G77	Q1028	PFSI-004	6.9QFSI-U002	quantity	True	0	6.9				QFSI-U002									
fsi;fsi-2006...csv;G77;B77	fsi;fsi-2006..csv;G77	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G77-P248-Q14818820-0000	fsi;fsi-2006..csv;G77	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G77-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G77	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G78	Q792	PFSI-004	6.0QFSI-U002	quantity	True	0	6.0				QFSI-U002									
fsi;fsi-2006...csv;G78;B78	fsi;fsi-2006..csv;G78	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G78-P248-Q14818820-0000	fsi;fsi-2006..csv;G78	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G78-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G78	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G79	Q221	PFSI-004	7.1QFSI-U002	quantity	True	0	7.1				QFSI-U002									
fsi;fsi-2006...csv;G79;B79	fsi;fsi-2006..csv;G79	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G79-P248-Q14818820-0000	fsi;fsi-2006..csv;G79	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G79-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G79	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G80	Q869	PFSI-004	8.1QFSI-U002	quantity	True	0	8.1				QFSI-U002									
fsi;fsi-2006...csv;G80;B80	fsi;fsi-2006..csv;G80	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G80-P248-Q14818820-0000	fsi;fsi-2006..csv;G80	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G80-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G80	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G81	Q1029	PFSI-004	4.5QFSI-U002	quantity	True	0	4.5				QFSI-U002									
fsi;fsi-2006...csv;G81;B81	fsi;fsi-2006..csv;G81	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G81-P248-Q14818820-0000	fsi;fsi-2006..csv;G81	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G81-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G81	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G82	Q912	PFSI-004	6.0QFSI-U002	quantity	True	0	6.0				QFSI-U002									
fsi;fsi-2006...csv;G82;B82	fsi;fsi-2006..csv;G82	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G82-P248-Q14818820-0000	fsi;fsi-2006..csv;G82	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G82-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G82	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G83	Q43	PFSI-004	7.3QFSI-U002	quantity	True	0	7.3				QFSI-U002									
fsi;fsi-2006...csv;G83;B83	fsi;fsi-2006..csv;G83	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G83-P248-Q14818820-0000	fsi;fsi-2006..csv;G83	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G83-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G83	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G84	Q1005	PFSI-004	4.0QFSI-U002	quantity	True	0	4.0				QFSI-U002									
fsi;fsi-2006...csv;G84;B84	fsi;fsi-2006..csv;G84	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G84-P248-Q14818820-0000	fsi;fsi-2006..csv;G84	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G84-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G84	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G85	Q1000	PFSI-004	3.0QFSI-U002	quantity	True	0	3.0				QFSI-U002									
fsi;fsi-2006...csv;G85;B85	fsi;fsi-2006..csv;G85	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G85-P248-Q14818820-0000	fsi;fsi-2006..csv;G85	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G85-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G85	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G86	Q96	PFSI-004	6.1QFSI-U002	quantity	True	0	6.1				QFSI-U002									
fsi;fsi-2006...csv;G86;B86	fsi;fsi-2006..csv;G86	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G86-P248-Q14818820-0000	fsi;fsi-2006..csv;G86	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G86-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G86	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G87	Q212	PFSI-004	7.2QFSI-U002	quantity	True	0	7.2				QFSI-U002									
fsi;fsi-2006...csv;G87;B87	fsi;fsi-2006..csv;G87	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G87-P248-Q14818820-0000	fsi;fsi-2006..csv;G87	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G87-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G87	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G88	Q733	PFSI-004	6.2QFSI-U002	quantity	True	0	6.2				QFSI-U002									
fsi;fsi-2006...csv;G88;B88	fsi;fsi-2006..csv;G88	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G88-P248-Q14818820-0000	fsi;fsi-2006..csv;G88	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G88-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G88	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G89	Q232	PFSI-004	5.1QFSI-U002	quantity	True	0	5.1				QFSI-U002									
fsi;fsi-2006...csv;G89;B89	fsi;fsi-2006..csv;G89	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G89-P248-Q14818820-0000	fsi;fsi-2006..csv;G89	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G89-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G89	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G90	Q399	PFSI-004	5.0QFSI-U002	quantity	True	0	5.0				QFSI-U002									
fsi;fsi-2006...csv;G90;B90	fsi;fsi-2006..csv;G90	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G90-P248-Q14818820-0000	fsi;fsi-2006..csv;G90	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G90-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G90	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G91	Q962	PFSI-004	4.0QFSI-U002	quantity	True	0	4.0				QFSI-U002									
fsi;fsi-2006...csv;G91;B91	fsi;fsi-2006..csv;G91	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G91-P248-Q14818820-0000	fsi;fsi-2006..csv;G91	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G91-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G91	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G92	Q1030	PFSI-004	5.5QFSI-U002	quantity	True	0	5.5				QFSI-U002									
fsi;fsi-2006...csv;G92;B92	fsi;fsi-2006..csv;G92	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G92-P248-Q14818820-0000	fsi;fsi-2006..csv;G92	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G92-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G92	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G93	Q229	PFSI-004	8.6QFSI-U002	quantity	True	0	8.6				QFSI-U002									
fsi;fsi-2006...csv;G93;B93	fsi;fsi-2006..csv;G93	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G93-P248-Q14818820-0000	fsi;fsi-2006..csv;G93	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G93-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G93	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G94	Q668	PFSI-004	6.9QFSI-U002	quantity	True	0	6.9				QFSI-U002									
fsi;fsi-2006...csv;G94;B94	fsi;fsi-2006..csv;G94	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G94-P248-Q14818820-0000	fsi;fsi-2006..csv;G94	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G94-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G94	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G95	Q222	PFSI-004	4.5QFSI-U002	quantity	True	0	4.5				QFSI-U002									
fsi;fsi-2006...csv;G95;B95	fsi;fsi-2006..csv;G95	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G95-P248-Q14818820-0000	fsi;fsi-2006..csv;G95	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G95-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G95	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G96	Q1016	PFSI-004	5.5QFSI-U002	quantity	True	0	5.5				QFSI-U002									
fsi;fsi-2006...csv;G96;B96	fsi;fsi-2006..csv;G96	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G96-P248-Q14818820-0000	fsi;fsi-2006..csv;G96	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G96-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G96	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G97	Q963	PFSI-004	3.5QFSI-U002	quantity	True	0	3.5				QFSI-U002									
fsi;fsi-2006...csv;G97;B97	fsi;fsi-2006..csv;G97	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G97-P248-Q14818820-0000	fsi;fsi-2006..csv;G97	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G97-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G97	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G98	Q766	PFSI-004	4.5QFSI-U002	quantity	True	0	4.5				QFSI-U002									
fsi;fsi-2006...csv;G98;B98	fsi;fsi-2006..csv;G98	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G98-P248-Q14818820-0000	fsi;fsi-2006..csv;G98	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G98-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G98	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G99	Q833	PFSI-004	5.5QFSI-U002	quantity	True	0	5.5				QFSI-U002									
fsi;fsi-2006...csv;G99;B99	fsi;fsi-2006..csv;G99	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;G99-P248-Q14818820-0000	fsi;fsi-2006..csv;G99	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;G99-P2006020004-QFSI-0000	fsi;fsi-2006..csv;G99	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;G100	Q1041	PFSI-004	5.2QFSI-U002	quantity	True	0	5.2				QFSI-U002									
