id	node1	label	node2	node2;kgtk:data_type	node2;kgtk:valid	node2;kgtk:list_len	node2;kgtk:number	node2;kgtk:low_tolerance	node2;kgtk:high_tolerance	node2;kgtk:si_units	node2;kgtk:units_node	node2;kgtk:text	node2;kgtk:language	node2;kgtk:language_suffix	node2;kgtk:latitude	node2;kgtk:longitude	node2;kgtk:date_and_time	node2;kgtk:precision	node2;kgtk:truth	node2;kgtk:symbol
fsi;fsi-2006..csv;E7-P248-Q14818820-0000	fsi;fsi-2006..csv;E7	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E7-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E7	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E8	Q1045	PFSI-002	10.0QFSI-U002	quantity	True	0	10.0				QFSI-U002									
fsi;fsi-2006...csv;E8;B8	fsi;fsi-2006..csv;E8	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E8-P248-Q14818820-0000	fsi;fsi-2006..csv;E8	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E8-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E8	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E9	Q790	PFSI-002	9.4QFSI-U002	quantity	True	0	9.4				QFSI-U002									
fsi;fsi-2006...csv;E9;B9	fsi;fsi-2006..csv;E9	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E9-P248-Q14818820-0000	fsi;fsi-2006..csv;E9	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E9-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E9	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E10	Q843	PFSI-002	9.1QFSI-U002	quantity	True	0	9.1				QFSI-U002									
fsi;fsi-2006...csv;E10;B10	fsi;fsi-2006..csv;E10	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E10-P248-Q14818820-0000	fsi;fsi-2006..csv;E10	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E10-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E10	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E11	Q889	PFSI-002	8.2QFSI-U002	quantity	True	0	8.2				QFSI-U002									
fsi;fsi-2006...csv;E11;B11	fsi;fsi-2006..csv;E11	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E11-P248-Q14818820-0000	fsi;fsi-2006..csv;E11	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E11-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E11	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E12	Q1006	PFSI-002	8.1QFSI-U002	quantity	True	0	8.1				QFSI-U002									
fsi;fsi-2006...csv;E12;B12	fsi;fsi-2006..csv;E12	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E12-P248-Q14818820-0000	fsi;fsi-2006..csv;E12	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E12-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E12	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E13	Q1014	PFSI-002	7.3QFSI-U002	quantity	True	0	7.3				QFSI-U002									
fsi;fsi-2006...csv;E13;B13	fsi;fsi-2006..csv;E13	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E13-P248-Q14818820-0000	fsi;fsi-2006..csv;E13	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E13-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E13	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E14	Q929	PFSI-002	8.9QFSI-U002	quantity	True	0	8.9				QFSI-U002									
fsi;fsi-2006...csv;E14;B14	fsi;fsi-2006..csv;E14	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E14-P248-Q14818820-0000	fsi;fsi-2006..csv;E14	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E14-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E14	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E15	Q423	PFSI-002	8.3QFSI-U002	quantity	True	0	8.3				QFSI-U002									
fsi;fsi-2006...csv;E15;B15	fsi;fsi-2006..csv;E15	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E15-P248-Q14818820-0000	fsi;fsi-2006..csv;E15	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E15-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E15	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E16	Q967	PFSI-002	7.3QFSI-U002	quantity	True	0	7.3				QFSI-U002									
fsi;fsi-2006...csv;E16;B16	fsi;fsi-2006..csv;E16	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E16-P248-Q14818820-0000	fsi;fsi-2006..csv;E16	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E16-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E16	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E17	Q1044	PFSI-002	7.0QFSI-U002	quantity	True	0	7.0				QFSI-U002									
fsi;fsi-2006...csv;E17;B17	fsi;fsi-2006..csv;E17	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E17-P248-Q14818820-0000	fsi;fsi-2006..csv;E17	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E17-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E17	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E18	Q805	PFSI-002	9.0QFSI-U002	quantity	True	0	9.0				QFSI-U002									
fsi;fsi-2006...csv;E18;B18	fsi;fsi-2006..csv;E18	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E18-P248-Q14818820-0000	fsi;fsi-2006..csv;E18	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E18-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E18	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E19	Q836	PFSI-002	9.0QFSI-U002	quantity	True	0	9.0				QFSI-U002									
fsi;fsi-2006...csv;E19;B19	fsi;fsi-2006..csv;E19	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E19-P248-Q14818820-0000	fsi;fsi-2006..csv;E19	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E19-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E19	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E20	Q902	PFSI-002	8.3QFSI-U002	quantity	True	0	8.3				QFSI-U002									
fsi;fsi-2006...csv;E20;B20	fsi;fsi-2006..csv;E20	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E20-P248-Q14818820-0000	fsi;fsi-2006..csv;E20	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E20-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E20	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E21	Q837	PFSI-002	9.0QFSI-U002	quantity	True	0	9.0				QFSI-U002									
fsi;fsi-2006...csv;E21;B21	fsi;fsi-2006..csv;E21	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E21-P248-Q14818820-0000	fsi;fsi-2006..csv;E21	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E21-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E21	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E22	Q1036	PFSI-002	8.5QFSI-U002	quantity	True	0	8.5				QFSI-U002									
fsi;fsi-2006...csv;E22;B22	fsi;fsi-2006..csv;E22	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E22-P248-Q14818820-0000	fsi;fsi-2006..csv;E22	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E22-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E22	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E23	Q1033	PFSI-002	9.2QFSI-U002	quantity	True	0	9.2				QFSI-U002									
fsi;fsi-2006...csv;E23;B23	fsi;fsi-2006..csv;E23	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E23-P248-Q14818820-0000	fsi;fsi-2006..csv;E23	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E23-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E23	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E24	Q265	PFSI-002	9.1QFSI-U002	quantity	True	0	9.1				QFSI-U002									
fsi;fsi-2006...csv;E24;B24	fsi;fsi-2006..csv;E24	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E24-P248-Q14818820-0000	fsi;fsi-2006..csv;E24	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E24-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E24	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E25	Q1037	PFSI-002	5.0QFSI-U002	quantity	True	0	5.0				QFSI-U002									
fsi;fsi-2006...csv;E25;B25	fsi;fsi-2006..csv;E25	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E25-P248-Q14818820-0000	fsi;fsi-2006..csv;E25	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E25-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E25	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E26	Q854	PFSI-002	8.5QFSI-U002	quantity	True	0	8.5				QFSI-U002									
fsi;fsi-2006...csv;E26;B26	fsi;fsi-2006..csv;E26	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E26-P248-Q14818820-0000	fsi;fsi-2006..csv;E26	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E26-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E26	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E27	Q115	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E27;B27	fsi;fsi-2006..csv;E27	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E27-P248-Q14818820-0000	fsi;fsi-2006..csv;E27	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E27-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E27	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E28	Q739	PFSI-002	9.0QFSI-U002	quantity	True	0	9.0				QFSI-U002									
fsi;fsi-2006...csv;E28;B28	fsi;fsi-2006..csv;E28	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E28-P248-Q14818820-0000	fsi;fsi-2006..csv;E28	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E28-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E28	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E29	Q813	PFSI-002	8.3QFSI-U002	quantity	True	0	8.3				QFSI-U002									
fsi;fsi-2006...csv;E29;B29	fsi;fsi-2006..csv;E29	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E29-P248-Q14818820-0000	fsi;fsi-2006..csv;E29	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E29-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E29	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E30	Q1020	PFSI-002	5.5QFSI-U002	quantity	True	0	5.5				QFSI-U002									
fsi;fsi-2006...csv;E30;B30	fsi;fsi-2006..csv;E30	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E30-P248-Q14818820-0000	fsi;fsi-2006..csv;E30	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E30-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E30	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E31	Q965	PFSI-002	7.6QFSI-U002	quantity	True	0	7.6				QFSI-U002									
fsi;fsi-2006...csv;E31;B31	fsi;fsi-2006..csv;E31	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E31-P248-Q14818820-0000	fsi;fsi-2006..csv;E31	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E31-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E31	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E32	Q79	PFSI-002	6.5QFSI-U002	quantity	True	0	6.5				QFSI-U002									
fsi;fsi-2006...csv;E32;B32	fsi;fsi-2006..csv;E32	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E32-P248-Q14818820-0000	fsi;fsi-2006..csv;E32	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E32-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E32	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E33	Q252	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E33;B33	fsi;fsi-2006..csv;E33	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E33-P248-Q14818820-0000	fsi;fsi-2006..csv;E33	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E33-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E33	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E34	Q114	PFSI-002	7.0QFSI-U002	quantity	True	0	7.0				QFSI-U002									
fsi;fsi-2006...csv;E34;B34	fsi;fsi-2006..csv;E34	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E34-P248-Q14818820-0000	fsi;fsi-2006..csv;E34	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E34-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E34	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E35	Q858	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E35;B35	fsi;fsi-2006..csv;E35	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E35-P248-Q14818820-0000	fsi;fsi-2006..csv;E35	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E35-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E35	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E36	Q225	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E36;B36	fsi;fsi-2006..csv;E36	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E36-P248-Q14818820-0000	fsi;fsi-2006..csv;E36	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E36-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E36	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E37	Q1009	PFSI-002	7.6QFSI-U002	quantity	True	0	7.6				QFSI-U002									
fsi;fsi-2006...csv;E37;B37	fsi;fsi-2006..csv;E37	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E37-P248-Q14818820-0000	fsi;fsi-2006..csv;E37	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E37-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E37	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E38	Q916	PFSI-002	6.8QFSI-U002	quantity	True	0	6.8				QFSI-U002									
fsi;fsi-2006...csv;E38;B38	fsi;fsi-2006..csv;E38	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E38-P248-Q14818820-0000	fsi;fsi-2006..csv;E38	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E38-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E38	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E39	Q945	PFSI-002	8.1QFSI-U002	quantity	True	0	8.1				QFSI-U002									
fsi;fsi-2006...csv;E39;B39	fsi;fsi-2006..csv;E39	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E39-P248-Q14818820-0000	fsi;fsi-2006..csv;E39	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E39-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E39	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E40	Q917	PFSI-002	5.0QFSI-U002	quantity	True	0	5.0				QFSI-U002									
fsi;fsi-2006...csv;E40;B40	fsi;fsi-2006..csv;E40	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E40-P248-Q14818820-0000	fsi;fsi-2006..csv;E40	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E40-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E40	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E41	Q819	PFSI-002	9.0QFSI-U002	quantity	True	0	9.0				QFSI-U002									
fsi;fsi-2006...csv;E41;B41	fsi;fsi-2006..csv;E41	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E41-P248-Q14818820-0000	fsi;fsi-2006..csv;E41	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E41-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E41	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E42	Q1025	PFSI-002	7.6QFSI-U002	quantity	True	0	7.6				QFSI-U002									
fsi;fsi-2006...csv;E42;B42	fsi;fsi-2006..csv;E42	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E42-P248-Q14818820-0000	fsi;fsi-2006..csv;E42	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E42-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E42	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E43	Q863	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E43;B43	fsi;fsi-2006..csv;E43	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E43-P248-Q14818820-0000	fsi;fsi-2006..csv;E43	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E43-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E43	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E44	Q159	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E44;B44	fsi;fsi-2006..csv;E44	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E44-P248-Q14818820-0000	fsi;fsi-2006..csv;E44	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E44-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E44	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E45	Q1032	PFSI-002	6.7QFSI-U002	quantity	True	0	6.7				QFSI-U002									
fsi;fsi-2006...csv;E45;B45	fsi;fsi-2006..csv;E45	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E45-P248-Q14818820-0000	fsi;fsi-2006..csv;E45	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E45-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E45	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E46	Q874	PFSI-002	8.5QFSI-U002	quantity	True	0	8.5				QFSI-U002									
fsi;fsi-2006...csv;E46;B46	fsi;fsi-2006..csv;E46	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E46-P248-Q14818820-0000	fsi;fsi-2006..csv;E46	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E46-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E46	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E47	Q1007	PFSI-002	7.5QFSI-U002	quantity	True	0	7.5				QFSI-U002									
fsi;fsi-2006...csv;E47;B47	fsi;fsi-2006..csv;E47	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E47-P248-Q14818820-0000	fsi;fsi-2006..csv;E47	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E47-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E47	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E48	Q424	PFSI-002	6.7QFSI-U002	quantity	True	0	6.7				QFSI-U002									
fsi;fsi-2006...csv;E48;B48	fsi;fsi-2006..csv;E48	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
fsi;fsi-2006..csv;E48-P248-Q14818820-0000	fsi;fsi-2006..csv;E48	P248	Q14818820	symbol	True	0														Q14818820
fsi;fsi-2006..csv;E48-P2006020004-QFSI-0000	fsi;fsi-2006..csv;E48	P2006020004	QFSI	symbol	True	0														QFSI
fsi;fsi-2006..csv;E49	Q786	PFSI-002	7.0QFSI-U002	quantity	True	0	7.0				QFSI-U002									
fsi;fsi-2006...csv;E49;B49	fsi;fsi-2006..csv;E49	P585	^2006-01-01T00:00:00/9	date_and_times	True	0											"2006-01-01T00:00:00"	9		
